split,sentence,label,logreg_prob_negative,logreg_prob_neutral,logreg_prob_positive,svm_prob_negative,svm_prob_neutral,svm_prob_positive,xgb_prob_negative,xgb_prob_neutral,xgb_prob_positive,logreg_pred,svm_pred,xgb_pred,logreg_confidence,logreg_entropy,svm_confidence,svm_entropy,xgb_confidence,xgb_entropy,logreg_top_features,svm_top_features,xgb_top_features_global
train,Okmetic Board of Directors has also decided on a new share ownership program directed to the company 's top management .,neutral,0.08461269869500598,0.6891789851017952,0.22620831620319876,0.17809696466779634,0.5637779849698542,0.2581250503623494,0.053874749690294266,0.743536651134491,0.20258863270282745,neutral,neutral,neutral,0.6891789851017952,0.8017285222170805,0.5637779849698542,0.9799731635979431,0.743536651134491,0.7011592704935705,board:0.1171 | program:0.1048 | decided:0.0825 | the:0.0797 | directed:0.0713,decided:0.0721 | program:0.0708 | ownership:0.0555 | board:0.0509 | the:0.0443,to profit:0.0374 | rose to:0.0275 | down from:0.0230 | dropped to:0.0221 | from:0.0183
train,Payment of shares shall be effected on subscription .,neutral,0.048299117637319124,0.923021633568641,0.028679248794039897,0.1210350580946482,0.8046678015659161,0.07429714033943556,0.008462395519018173,0.9828306436538696,0.008706931956112385,neutral,neutral,neutral,0.923021633568641,0.3221559709462596,0.8046678015659161,0.6236107480265626,0.9828306436538696,0.09870721834635499,be:0.2832 | of shares:0.1107 | payment:0.1004 | payment of:0.0881 | shall:0.0772,be:0.1573 | of shares:0.0758 | payment of:0.0729 | payment:0.0672 | shall:0.0561,to profit:0.0374 | rose to:0.0275 | down from:0.0230 | dropped to:0.0221 | from:0.0183
train,Short-term licenses for the games cost as little as $ 3 while purchasing a game outright can cost as much as $ 10 or $ 15 .,neutral,0.23316413133191616,0.4679645907703619,0.2988712778977218,0.28249591487673065,0.3904652961709229,0.32703878895234645,0.04601777717471123,0.8486843109130859,0.10529787838459015,neutral,neutral,neutral,0.4679645907703619,1.0558042409256485,0.3904652961709229,1.0898240479158563,0.8486843109130859,0.517939655728022,as:0.3279 | the:0.0928 | can:0.0464 | or:0.0001 | 10:-0.0037,as:0.1952 | the:0.0569 | can:0.0152 | or:0.0024 | while:-0.0035,to profit:0.0374 | rose to:0.0275 | down from:0.0230 | dropped to:0.0221 | from:0.0183
train,"Alma Media holds 70 % of this company , the remaining shares being owned by the company 's key employees .",neutral,0.046211023962985966,0.8439567455946266,0.1098322304423876,0.13607341003680412,0.6840506195898199,0.17987597037337597,0.05027420073747635,0.9188254475593567,0.030900340527296066,neutral,neutral,neutral,0.8439567455946266,0.5278557338700929,0.6840506195898199,0.8397317010557308,0.9188254475593567,0.3355601564758064,the:0.1495 | employees:0.1197 | remaining:0.1036 | holds:0.0933 | by the:0.0853,the:0.0901 | holds:0.0772 | employees:0.0747 | by the:0.0692 | remaining:0.0647,to profit:0.0374 | rose to:0.0275 | down from:0.0230 | dropped to:0.0221 | from:0.0183
train,Feed companies Suomen Rehu and Raisio do no import GMO feed .,neutral,0.0665167522639372,0.8470051937988105,0.08647805393725236,0.16474132193128996,0.6792748857582903,0.1559837923104197,0.009480401873588562,0.964079737663269,0.026439903303980827,neutral,neutral,neutral,0.8470051937988105,0.532610919313981,0.6792748857582903,0.8496049504212915,0.964079737663269,0.17548500674597,and:0.2603 | no:0.1769 | do:0.0939 | suomen:-0.0303 | raisio:-0.0424,and:0.1250 | no:0.1133 | do:0.0759 | suomen:-0.0380 | raisio:-0.0385,to profit:0.0374 | rose to:0.0275 | down from:0.0230 | dropped to:0.0221 | from:0.0183
train,"`` After the transaction , Tikkurila has no powder coatings-related operations , '' the company said .",neutral,0.06269112327582423,0.7827193041809598,0.15458957254321584,0.15602571789073894,0.6755351155641129,0.16843916654514823,0.04249555990099907,0.8784656524658203,0.0790388211607933,neutral,neutral,neutral,0.7827193041809598,0.6539926360417088,0.6755351155641129,0.8548536699285045,0.8784656524658203,0.4486323243265413,the:0.1502 | related:0.1475 | no:0.1282 | tikkurila:0.1054 | powder:0.0756,no:0.1015 | tikkurila:0.0898 | related:0.0855 | the:0.0833 | company said:0.0570,to profit:0.0374 | rose to:0.0275 | down from:0.0230 | dropped to:0.0221 | from:0.0183
train,"Earnings per share ( EPS ) amounted to EUR1 .37 , down from EUR2 .30 .",negative,0.864588523510741,0.028791040483701777,0.10662043600555712,0.6860786438082214,0.12100063163714746,0.19292072455463122,0.9887905120849609,0.0026354105211794376,0.008574079722166061,negative,negative,negative,0.864588523510741,0.4666084348657832,0.6860786438082214,0.831483902914812,0.9887905120849609,0.06760152595185573,down:1.0104 | down from:0.5899 | eur2:0.2464 | per:0.1810 | from eur2:0.1528,down:0.6407 | down from:0.3735 | eur2:0.1494 | from eur2:0.1234 | per:0.1140,to profit:0.0374 | rose to:0.0275 | down from:0.0230 | dropped to:0.0221 | from:0.0183
train,"In January-September 2010 , Fiskars ' net profit went up by 14 % year-on-year to EUR 65.4 million and net sales to EUR 525.3 million from EUR 487.7 million .",positive,0.08968328894568021,0.004576787566248342,0.9057399234880715,0.14029929639779443,0.048033386577024356,0.8116673170251811,0.029487237334251404,0.021677879616618156,0.9488348364830017,positive,positive,positive,0.9057399234880715,0.330593718611489,0.8116673170251811,0.5907335633939006,0.9488348364830017,0.2367983653610029,up:0.4113 | year:0.3283 | to:0.2327 | sales to:0.1979 | eur:0.1635,up:0.2639 | year:0.2102 | to:0.1531 | sales to:0.1370 | january september:0.1145,to profit:0.0374 | rose to:0.0275 | down from:0.0230 | dropped to:0.0221 | from:0.0183
train,"Finnish dental care group Oral Hammaslaakarit Oyj posted a total net profit of 849,000 euro $ 1.1 mln in the first nine months of 2006 versus a net loss of 331,000 euro $ 421,000 in the same period of 2005 .",positive,0.3155983226259319,0.031652301476018656,0.6527493758980495,0.29744271977290654,0.12114760180224025,0.5814096784248531,0.7556214928627014,0.04188010096549988,0.20249846577644348,positive,positive,negative,0.6527493758980495,0.7517065479510796,0.5814096784248531,0.9316693276208894,0.7556214928627014,0.6680141854557471,net:0.1711 | months of:0.1647 | months:0.1509 | finnish:0.1339 | nine:0.1225,months of:0.1134 | months:0.1111 | finnish:0.1033 | versus:0.1001 | net:0.0993,to profit:0.0374 | rose to:0.0275 | down from:0.0230 | dropped to:0.0221 | from:0.0183
train,Rapala Fishing Frenzy 2009 .,neutral,0.10769282203723926,0.6533326604567747,0.23897451750598597,0.18123666063222957,0.5518242357530903,0.26693910361468026,0.022583940997719765,0.9388628602027893,0.03855327144265175,neutral,neutral,neutral,0.6533326604567747,0.860161565859364,0.5518242357530903,0.9901728730735861,0.9388628602027893,0.2703522023720552,rapala:0.0502 | fishing:-0.0983 | 2009:-0.3341,rapala:-0.0052 | fishing:-0.0977 | 2009:-0.1542,to profit:0.0374 | rose to:0.0275 | down from:0.0230 | dropped to:0.0221 | from:0.0183
train,"He answers questions on how many visitors Conversations gets , how big the team is and what the problems are when setting up social media channels .",neutral,0.012900039620523048,0.9498783261698334,0.03722163420964359,0.06209899057588458,0.8386837855029488,0.09921722392116658,0.0011120603885501623,0.9892969727516174,0.009590990841388702,neutral,neutral,neutral,0.9498783261698334,0.22745737598967677,0.8386837855029488,0.5493530277603286,0.9892969727516174,0.06277794186753544,is:0.4441 | what:0.2298 | and:0.1790 | the:0.1718 | when:0.1380,is:0.2237 | what:0.1792 | the:0.1053 | and:0.1000 | when:0.0929,to profit:0.0374 | rose to:0.0275 | down from:0.0230 | dropped to:0.0221 | from:0.0183
train,The contract is worth some EUR 1 million .,neutral,0.020939275780619927,0.8953512331632661,0.08370949105611401,0.07683971614723702,0.7812323525905936,0.14192793126216935,0.0016067632241174579,0.9876421689987183,0.010751080699265003,neutral,neutral,neutral,0.8953512331632661,0.3875586073690565,0.7812323525905936,0.6671512076826849,0.9876421689987183,0.07135027188959149,is:0.6079 | the contract:0.2191 | the:0.1443 | contract is:0.1337 | eur million:0.0978,is:0.3155 | the contract:0.1257 | the:0.0869 | contract is:0.0769 | eur million:0.0637,to profit:0.0374 | rose to:0.0275 | down from:0.0230 | dropped to:0.0221 | from:0.0183
train,"Most of the raw materials come from Europe and the US and are paid in euros or US dollars , while sales take place in rubles .",neutral,0.12200521909772635,0.810226215269251,0.0677685656330226,0.2352128827776664,0.6551860447772784,0.10960107244505517,0.035100389271974564,0.9003705382347107,0.06452907621860504,neutral,neutral,neutral,0.810226215269251,0.60957651601473,0.6551860447772784,0.8597693834040354,0.9003705382347107,0.38891408123790716,and:0.2201 | take:0.1725 | come:0.1573 | the:0.1247 | europe:0.1228,come:0.1293 | and:0.1229 | take:0.1197 | europe:0.0907 | the:0.0764,to profit:0.0374 | rose to:0.0275 | down from:0.0230 | dropped to:0.0221 | from:0.0183
train,"Mercator will use the software for its logistic , retail and wholesale operations in Slovenia and its other markets in southeastern Europe .",neutral,0.017104087976119134,0.9112239958456894,0.07167191617819142,0.0754547806184867,0.8211933590458382,0.10335186033567517,0.004440016578882933,0.9786877632141113,0.016872255131602287,neutral,neutral,neutral,0.9112239958456894,0.34320279020859634,0.8211933590458382,0.5913332851204662,0.9786877632141113,0.11400947628186933,and:0.2459 | will:0.1680 | and its:0.1386 | other:0.1386 | europe:0.1372,and:0.1373 | europe:0.1014 | will:0.0922 | and its:0.0853 | other:0.0736,to profit:0.0374 | rose to:0.0275 | down from:0.0230 | dropped to:0.0221 | from:0.0183
train,"Founded in 1946 , Strand Associates , which provides civil , environmental , transportation , electrical and mechanical engineering services , has 350 employees at 10 offices in Wisconsin , Alabama , Illinois , Indiana , Kentucky and Ohio .",neutral,0.05136137728728952,0.8613906759977447,0.08724794671496569,0.1263547731709444,0.714636178087265,0.1590090487417907,0.016652749851346016,0.9351395964622498,0.04820770025253296,neutral,neutral,neutral,0.8613906759977447,0.493808673115721,0.714636178087265,0.793874870830434,0.9351395964622498,0.2770831119690571,and:0.1927 | employees:0.1501 | provides:0.1169 | services:0.0913 | offices:0.0764,and:0.0973 | employees:0.0913 | provides:0.0803 | offices:0.0607 | founded:0.0487,to profit:0.0374 | rose to:0.0275 | down from:0.0230 | dropped to:0.0221 | from:0.0183
train,The company 's share is quoted on NASDAQ OMX Helsinki Rautaruukki Oyj : RTRKS .,neutral,0.15655009967664188,0.7257733275519666,0.11767657277139162,0.22764472572265326,0.5761211668147938,0.1962341074625529,0.012282734736800194,0.9558175802230835,0.03189970552921295,neutral,neutral,neutral,0.7257733275519666,0.7747324588377416,0.5761211668147938,0.974158671864174,0.9558175802230835,0.20712985427575725,is:0.3919 | nasdaq omx:0.0894 | nasdaq:0.0894 | the:0.0842 | share is:0.0523,is:0.2013 | nasdaq omx:0.0589 | nasdaq:0.0589 | the:0.0495 | share is:0.0335,to profit:0.0374 | rose to:0.0275 | down from:0.0230 | dropped to:0.0221 | from:0.0183
train,"The company serves customers in various industries , including process and resources , industrial machinery , architecture , building , construction , electrical , transportation , electronics , chemical , petrochemical , energy , and information technology , as well as catering and households .",neutral,0.03452660049084029,0.9020114178693219,0.06346198163983768,0.13583823496588934,0.7421676258010828,0.12199413923302799,0.0156919676810503,0.9462533593177795,0.038054611533880234,neutral,neutral,neutral,0.9020114178693219,0.3842247597487053,0.7421676258010828,0.7491213468885307,0.9462533593177795,0.24186000768737245,and:0.2231 | as:0.1977 | resources:0.1333 | information:0.1164 | including:0.1156,and:0.1126 | as:0.1122 | resources:0.0974 | including:0.0777 | information:0.0721,to profit:0.0374 | rose to:0.0275 | down from:0.0230 | dropped to:0.0221 | from:0.0183
train,HELSINKI AFX - Outokumpu said its technology unit has won a 28 mln eur contract from Bosnia-Herzegovina 's Aluminij dd Mostar to upgrade an anode plant .,positive,0.05426270373259818,0.05851897689536898,0.887218319372033,0.12612520940111022,0.11562432143159111,0.7582504691672985,0.0233813114464283,0.01724669151008129,0.9593720436096191,positive,positive,positive,0.887218319372033,0.4303858515678676,0.7582504691672985,0.7204280699072136,0.9593720436096191,0.197631082067092,mln eur:0.3154 | won:0.3074 | technology:0.2574 | said:0.2499 | an:0.1960,won:0.2661 | mln eur:0.2131 | technology:0.1864 | said:0.1580 | has won:0.1315,to profit:0.0374 | rose to:0.0275 | down from:0.0230 | dropped to:0.0221 | from:0.0183
train,The size of a cider bottle will remain unchanged .,neutral,0.04697758973256523,0.8431635184138723,0.10985889185356237,0.13862330841415413,0.672978063647736,0.18839862793810985,0.005994475446641445,0.9663426280021667,0.027662834152579308,neutral,neutral,neutral,0.8431635184138723,0.5301301848797781,0.672978063647736,0.8549209995442334,0.9663426280021667,0.16300272772001145,will:0.3382 | the:0.1658 | remain:0.0546 | of:0.0464 | size:-0.1040,will:0.1856 | the:0.1016 | remain:0.0452 | of:0.0154 | size:-0.1077,to profit:0.0374 | rose to:0.0275 | down from:0.0230 | dropped to:0.0221 | from:0.0183
train,Shuweihat 2 got under way in July 2008 when the project was awarded to desalination and power contractors .,neutral,0.0785676735925513,0.7815852780085658,0.1398470483988828,0.1432311865570948,0.67693169975685,0.17983711368605512,0.023740621283650398,0.5314157009124756,0.44484367966651917,neutral,neutral,neutral,0.7815852780085658,0.6675748511580939,0.67693169975685,0.8510162251569923,0.5314157009124756,0.785107860621744,power:0.1575 | under:0.1535 | and:0.1521 | when:0.1155 | the:0.1020,power:0.1226 | under:0.0969 | and:0.0717 | when:0.0658 | the:0.0600,to profit:0.0374 | rose to:0.0275 | down from:0.0230 | dropped to:0.0221 | from:0.0183
train,Mr K.R. Vasantha has been appointed Managing Director of Incap Contract Manufacturing Services Pvt. Ltd. .,neutral,0.09680464291559387,0.6225669066812305,0.28062845040317563,0.21271631487715387,0.49698303229058527,0.2903006528322607,0.039698656648397446,0.8532707691192627,0.10703055560588837,neutral,neutral,neutral,0.6225669066812305,0.8776829673138014,0.49698303229058527,1.0357865905896986,0.8532707691192627,0.5026557086904282,mr:0.0765 | ltd:0.0757 | appointed:0.0700 | director of:0.0474 | been appointed:0.0445,mr:0.0572 | appointed:0.0494 | ltd:0.0373 | director of:0.0358 | been appointed:0.0273,to profit:0.0374 | rose to:0.0275 | down from:0.0230 | dropped to:0.0221 | from:0.0183
train,"The Baltimore Police and Fire Pension , which has about $ 1.5 billion , lost about $ 3.5 million in Madoff Ponzi scheme .",negative,0.04292449476462116,0.8699349901427363,0.0871405150926423,0.1288601245907664,0.7241243038228171,0.14701557158641648,0.004555193241685629,0.9822445511817932,0.013200318440794945,neutral,neutral,neutral,0.8699349901427363,0.46899687296264503,0.7241243038228171,0.779640377673551,0.9822445511817932,0.09928071332481292,about:0.5311 | and:0.1638 | which:0.1143 | scheme:0.1109 | the:0.1098,about:0.2957 | pension:0.0900 | scheme:0.0864 | and:0.0772 | the:0.0646,to profit:0.0374 | rose to:0.0275 | down from:0.0230 | dropped to:0.0221 | from:0.0183
train,"Finnish security and privacy software solutions developer Stonesoft Oyj said on January 7 , 2008 that the preliminary sales of its StoneGate products grew by 59 pct year-on-year to 3.6 mln euro ( $ 5.3 mln ) for the fourth quarter of 2007 .",positive,0.34714261287027426,0.029000805940616593,0.6238565811891091,0.2917546393816858,0.118176126945827,0.5900692336724873,0.04851779341697693,0.004986733663827181,0.946495532989502,positive,positive,positive,0.6238565811891091,0.7643162878084019,0.5900692336724873,0.9230407341038953,0.946495532989502,0.2252877519525528,grew:0.4760 | year:0.3342 | grew by:0.1648 | said:0.1468 | quarter of:0.1404,grew:0.3437 | year:0.2155 | grew by:0.1032 | said:0.0972 | security and:0.0941,to profit:0.0374 | rose to:0.0275 | down from:0.0230 | dropped to:0.0221 | from:0.0183
train,"3 January 2011 - Scandinavian lenders Sampo Bank ( HEL : SAMAS ) , Pohjola Bank ( HEL : POH1S ) and Svenska Handelsbanken ( STO : SHB A ) have provided a EUR160m ( USD213m ) line of credit to Lemminkainen Oyj ( HEL : LEM1S ) , the Finnish construction firm said on Friday .",neutral,0.1738944740129383,0.3438630347749985,0.4822424912120633,0.24817723139287118,0.3282151552007417,0.42360761340638714,0.1700790375471115,0.4866482615470886,0.34327274560928345,positive,positive,neutral,0.4822424912120633,1.022976025591519,0.42360761340638714,1.0753794705197064,0.4866482615470886,1.0188218978166363,said:0.1913 | line:0.1815 | finnish:0.1393 | to:0.1299 | hel:0.1175,line:0.1383 | said:0.1210 | finnish:0.1075 | hel:0.0875 | to:0.0797,to profit:0.0374 | rose to:0.0275 | down from:0.0230 | dropped to:0.0221 | from:0.0183
train,"Kesko 's car import and retailing business , VV-Auto , saw sales grow by 17.1 pct .",positive,0.31187589760163853,0.42177007995929705,0.2663540224390644,0.34011288951149077,0.3895889916549629,0.2702981188335464,0.052601173520088196,0.7510643005371094,0.19633449614048004,neutral,neutral,neutral,0.42177007995929705,1.0798616062696123,0.3895889916549629,1.0876673261450087,0.7510643005371094,0.6895339100542188,business:0.2868 | and:0.2212 | saw:-0.0483 | kesko:-0.0643 | by 17:-0.0848,business:0.1692 | and:0.1063 | saw:-0.0024 | kesko:-0.0197 | 17:-0.0533,to profit:0.0374 | rose to:0.0275 | down from:0.0230 | dropped to:0.0221 | from:0.0183
train,"A. Le Coq Special was developed for the bicentenary of the company and the trade mark , the brewer said .",neutral,0.08796960051437314,0.8087211226047152,0.10330927688091172,0.19336116087101313,0.635709772901746,0.17092906622724083,0.007438956759870052,0.9130722284317017,0.0794888362288475,neutral,neutral,neutral,0.8087211226047152,0.6200407136012651,0.635709772901746,0.9076624127928467,0.9130722284317017,0.32077032195038313,the:0.2314 | developed:0.2059 | and:0.1658 | of the:0.1247 | company and:0.0845,developed:0.1432 | the:0.1284 | and:0.0837 | special:0.0611 | company and:0.0512,to profit:0.0374 | rose to:0.0275 | down from:0.0230 | dropped to:0.0221 | from:0.0183
train,"The Whitehall Street Real Estate Funds invest in real estate and real estate related assets , principally through the acquisition of real estate companies , real property and mortgage loans .",neutral,0.029535029666708394,0.949477194130623,0.0209877762026685,0.0958592500912715,0.8560068263629841,0.04813392354574446,0.008589094504714012,0.9734674096107483,0.017943469807505608,neutral,neutral,neutral,0.949477194130623,0.2343450015571975,0.8560068263629841,0.503894365365104,0.9734674096107483,0.13918025999899158,and:0.1498 | real:0.1314 | estate:0.1196 | real estate:0.1196 | the:0.1004,real:0.1232 | real estate:0.0996 | estate:0.0996 | and:0.0706 | through:0.0596,to profit:0.0374 | rose to:0.0275 | down from:0.0230 | dropped to:0.0221 | from:0.0183
train,"Net sales of Finnish Sanoma Learning & Literature , of Finnish media group Sanoma , decreased by 3.6 % in January-June 2009 totalling EUR 162.8 mn , down from EUR 168.8 mn in the corresponding period in 2008 .",negative,0.9795293714996104,0.0031896297158837987,0.017280998784505855,0.8606112631381586,0.0503289099388527,0.08905982692298885,0.9961338043212891,0.0005492164636962116,0.0033169672824442387,negative,negative,negative,0.9795293714996104,0.10872202103026277,0.8606112631381586,0.4950168120657249,0.9961338043212891,0.026917275784083268,down:0.6880 | decreased:0.6399 | down from:0.4325 | decreased by:0.3467 | mn down:0.2215,down:0.4170 | decreased:0.3810 | down from:0.2845 | decreased by:0.1943 | mn down:0.1223,to profit:0.0374 | rose to:0.0275 | down from:0.0230 | dropped to:0.0221 | from:0.0183
train,"With the U.S. Federal Government putting a stake in the ground , vendors - and their customers - are focused on meeting the deadline .",neutral,0.056094932405414355,0.8952736283628657,0.048631439231719836,0.13136955074286377,0.7694767010287974,0.09915374822833886,0.015841569751501083,0.9707392454147339,0.013419164344668388,neutral,neutral,neutral,0.8952736283628657,0.40767008222642975,0.7694767010287974,0.6974359750911268,0.9707392454147339,0.15234456963380233,stake:0.2619 | the:0.2396 | stake in:0.2100 | and:0.2015 | are:0.1551,stake:0.1739 | the:0.1469 | stake in:0.1380 | and:0.1125 | government:0.0973,to profit:0.0374 | rose to:0.0275 | down from:0.0230 | dropped to:0.0221 | from:0.0183
train,The deal was worth about EUR 1.2 mn .,neutral,0.05277380698738066,0.8394147047775501,0.10781148823506939,0.09518795630346905,0.7758860852105439,0.12892595848598712,0.006371555384248495,0.9657297730445862,0.027898650616407394,neutral,neutral,neutral,0.8394147047775501,0.5423229110229252,0.7758860852105439,0.6848605074134488,0.9657297730445862,0.1657444058578863,the deal:0.2014 | about eur:0.1682 | the:0.1447 | about:0.1285 | deal:0.1179,the deal:0.1254 | about eur:0.0873 | the:0.0872 | about:0.0808 | was worth:0.0741,to profit:0.0374 | rose to:0.0275 | down from:0.0230 | dropped to:0.0221 | from:0.0183
